CAGDP9 Real GDP by county and metropolitan area 1
CAGDP9 Real GDP by county and metropolitan area 1
County
GeoFips,GeoName,2017,2018,2019,2020,2021,2022
30045,"Judith Basin, MT",94521,100054,100400,107057,77453,90723
30047,"Lake, MT",831738,818079,844000,870105,943193,964311
30049,"Lewis and Clark, MT",3406568,3403017,3609904,3608811,3818102,3904891
30051,"Liberty, MT",84596,180653,211233,213421,201754,232602
30053,"Lincoln, MT",570841,585373,570067,585664,582950,604967
30055,"McCone, MT",98131,104419,97069,99100,91878,89836
30057,"Madison, MT",419206,451906,497829,503494,555529,562332
30059,"Meagher, MT",59991,56643,60530,53396,68994,57973
30061,"Mineral, MT",109778,103854,100661,98976,115211,114132
30063,"Missoula, MT",5530699,5598430,5759384,5743155,6373555,6517231
30065,"Musselshell, MT",253199,264228,264716,272413,276349,337121
30067,"Park, MT",593333,608861,622033,606305,681259,701633
30069,"Petroleum, MT",9855,12614,13570,12172,9662,11482
30071,"Phillips, MT",123690,132637,128020,130684,109181,132111
30073,"Pondera, MT",178827,230188,264115,260374,194762,253852
30075,"Powder River, MT",95901,90337,101102,153377,138543,112785
30077,"Powell, MT",220569,218458,223015,212829,210323,218877
30079,"Prairie, MT",52403,46266,38212,40324,28055,37187
30081,"Ravalli, MT",1114906,1106675,1167642,1187762,1294699,1324872
30083,"Richland, MT",855386,810121,858000,842599,815744,737571
30085,"Roosevelt, MT",455855,455022,431325,414791,406847,403322
30087,"Rosebud, MT",859349,782838,824931,694576,692313,714253
30089,"Sanders, MT",357744,339253,345534,365973,390229,389198
30091,"Sheridan, MT",160627,160415,165398,184290,166955,154343
30093,"Silver Bow, MT",1481818,1473060,1516764,1516204,1596839,1563492
30095,"Stillwater, MT",522273,534289,593266,729841,761264,626043
30097,"Sweet Grass, MT",217763,207431,240202,270366,295887,241870
30099,"Teton, MT",223107,253943,264218,270712,222919,254120
30101,"Toole, MT",274201,337446,350769,358970,274327,352212
30103,"Treasure, MT",99476,101227,94495,80648,45074,47738
30105,"Valley, MT",333043,308342,309092,314727,362097,337545
30107,"Wheatland, MT",67433,79464,85931,87878,74591,78724
30109,"Wibaux, MT",45505,39821,43726,40859,40475,37868
30111,"Yellowstone, MT",9349102,9393600,9082515,8772765,9365626,9135644
31001,"Adams, NE",1836139,1841535,1857414,1790260,1966769,2038108
31003,"Antelope, NE",419674,426705,505334,575733,571496,519369
31005,"Arthur, NE",19993,16485,18551,19433,16139,11446
31007,"Banner, NE",37411,36901,38463,38776,36107,31932
31009,"Blaine, NE",31517,31017,29333,29250,21786,19201
31011,"Boone, NE",343972,378714,415481,428380,455962,365760
31013,"Box Butte, NE",624123,619757,603880,565525,562697,532689
31015,"Boyd, NE",116093,122605,119598,112112,117825,118758
31017,"Brown, NE",206874,204595,216270,213729,189263,170872
31019,"Buffalo, NE",2763470,2991320,3133321,3059750,3439592,3554707
31021,"Burt, NE",279952,304454,313371,285574,336714,288636
31023,"Butler, NE",260396,287101,295290,325413,370696,347747
31025,"Cass, NE",715242,741101,758728,775314,862339,810522
31027,"Cedar, NE",360357,393571,383922,422694,482661,435272
31029,"Chase, NE",326509,312228,329674,343025,339213,323912
31031,"Cherry, NE",300532,282198,272052,302735,276266,244740
31033,"Cheyenne, NE",743319,610001,547903,525269,521444,523612
31035,"Clay, NE",279918,287227,315380,328268,363228,284866
31037,"Colfax, NE",640467,680228,677022,706080,837299,802463
31039,"Cuming, NE",830936,855544,821270,783197,749128,710029
31041,"Custer, NE",662673,651421,643056,690424,698162,631227
31043,"Dakota, NE",1463664,1520634,1548194,1481661,1711399,1829390
31045,"Dawes, NE",284043,272722,275903,296862,286998,265177
31047,"Dawson, NE",1447853,1484826,1504413,1546093,1668085,1655914
31049,"Deuel, NE",66730,91251,81373,75028,80005,85853
31051,"Dixon, NE",175300,196917,256588,276899,351284,331328
31053,"Dodge, NE",1962272,2050265,2021213,2114327,2309480,2331882
31055,"Douglas, NE",48132749,48652188,49337055,48373739,49963171,54583264
31057,"Dundy, NE",168020,165437,175658,189450,168546,165200
31059,"Fillmore, NE",354000,354178,360585,357686,434176,386930
31061,"Franklin, NE",75881,73161,78737,94151,111392,86662
31063,"Frontier, NE",88718,78466,80299,94969,113934,108645
31065,"Furnas, NE",249851,240255,234815,269671,298687,273618
31067,"Gage, NE",862227,923783,928052,951660,1073684,1034811
31069,"Garden, NE",78048,75499,75279,76869,73606,67287
31071,"Garfield, NE",73287,72760,77992,86433,77807,68758
31073,"Gosper, NE",80378,78306,78164,82461,100228,91095
31075,"Grant, NE",33540,31735,27642,29315,24564,19995
31077,"Greeley, NE",92186,97541,105283,102788,117624,97113
31079,"Hall, NE",3450115,3513092,3495945,3490239,3829720,3841712
31081,"Hamilton, NE",588816,620580,627242,648347,723972,677330
31083,"Harlan, NE",165329,190653,187139,173469,181931,162862
31085,"Hayes, NE",60757,74213,81962,94713,88850,74342
31087,"Hitchcock, NE",137212,123087,139839,136613,158158,157425
31089,"Holt, NE",642379,608421,626431,663750,686540,614363
31091,"Hooker, NE",28318,33528,30146,28608,28867,26178
31093,"Howard, NE",203962,203852,224487,223772,229676,206730
31095,"Jefferson, NE",442522,421005,428502,441558,482303,446844
31097,"Johnson, NE",167851,172912,175867,175832,190836,186214
31099,"Kearney, NE",338602,331044,342753,337317,362827,319566
31101,"Keith, NE",366504,375396,383651,397675,408694,396785
31103,"Keya Paha, NE",30586,28022,29817,37506,28816,29606
31105,"Kimball, NE",149210,161437,156827,172930,168958,177648
31107,"Knox, NE",399795,385733,433836,489782,591977,600138
31109,"Lancaster, NE",18813151,19150143,19607440,19525695,20142642,20925879
31111,"Lincoln, NE",2378036,2297209,2223923,2131568,2237551,2296108
31113,"Logan, NE",29927,33578,28200,31856,27006,24892
31115,"Loup, NE",38412,40304,35679,32630,27474,25771
31117,"McPherson, NE",25676,20251,21567,26987,18149,16422
31119,"Madison, NE",2321106,2413047,2444263,2364515,2452373,2452881
31121,"Merrick, NE",396060,389463,402723,363793,390752,357785
31123,"Morrill, NE",645184,623413,505042,520066,307438,298905
31125,"Nance, NE",142550,130462,113659,114355,158018,120751
31127,"Nemaha, NE",688783,558841,606676,580928,701823,670058
31129,"Nuckolls, NE",251094,244529,249093,234054,283702,249053
31131,"Otoe, NE",1252638,1194903,1156552,1199063,1315009,1343243
31133,"Pawnee, NE",102239,113283,106806,110338,131566,116495
31135,"Perkins, NE",249841,251620,299607,306071,329915,319318
31137,"Phelps, NE",789547,791853,779160,785207,818016,749629
31139,"Pierce, NE",318789,333969,338510,319600,395754,384466
31141,"Platte, NE",2374316,2479755,2585092,2543114,2756845,2699423
31143,"Polk, NE",289145,284525,267794,260488,303239,274680
31145,"Red Willow, NE",482725,490990,515034,540511,546257,540709
31147,"Richardson, NE",335475,365188,358583,353468,415593,379371
31149,"Rock, NE",82470,83645,85356,94132,82465,71310
31151,"Saline, NE",822520,987867,1013739,987774,1045138,972268
31153,"Sarpy, NE",8360537,8825941,9014954,9248998,9840295,9685216
31155,"Saunders, NE",668279,720924,716705,743095,812814,755366
31157,"Scotts Bluff, NE",1736915,1740591,1726499,1734206,1705641,1702262
31159,"Seward, NE",739019,790108,738277,719629,761750,743989
31161,"Sheridan, NE",224071,223767,277569,310769,332819,317870
31163,"Sherman, NE",96506,93619,103052,105848,126597,108525
31165,"Sioux, NE",86185,84533,72707,68758,64014,56671
31167,"Stanton, NE",229663,216429,283042,293284,339960,354297
31169,"Thayer, NE",363027,367286,372611,355639,398457,355156
31171,"Thomas, NE",33179,35155,32935,33275,30378,30200
31173,"Thurston, NE",372102,378462,392478,406861,432050,433957
31175,"Valley, NE",268988,285552,298652,288008,288962,270154
31177,"Washington, NE",1150646,1275452,1263028,1276618,1418208,1390645
31179,"Wayne, NE",407665,407008,428271,459069,516141,574805
31181,"Webster, NE",174877,191149,212940,208480,239767,259354
31183,"Wheeler, NE",95268,97542,104322,84442,78221,62713
31185,"York, NE",722981,755234,790164,790906,864714,824451
32001,"Churchill, NV",1071321,1079559,1130349,1144478,1188779,1145309
32003,"Clark, NV",116332382,122721414,128047468,117201658,129198324,135989358
32005,"Douglas, NV",2558347,2502688,2548624,2500360,2850354,2777612
32007,"Elko, NV",2619171,2669083,2723399,2767804,2802785,2626305
32009,"Esmeralda, NV",54603,40199,36845,38325,40818,33709
32011,"Eureka, NV",1464343,1206759,1235741,1528967,1386023,1095674
32013,"Humboldt, NV",1190055,1115122,1204076,1339696,1335780,1174755
32015,"Lander, NV",819614,712061,768892,870906,855838,712007
32017,"Lincoln, NV",150386,151822,164014,159584,168355,152394
32019,"Lyon, NV",1464747,1517722,1602375,1563008,1678329,1651079
32021,"Mineral, NV",195117,203405,221756,225450,233952,212346
32023,"Nye, NV",1585646,1616319,1669723,1764755,1801638,1721399
32027,"Pershing, NV",298432,268194,275082,351194,372152,292725
32029,"Storey, NV",1449325,1682750,1799754,2050887,2383141,2243778
32031,"Washoe, NV",27911779,27092756,28039209,28035334,30542848,31351832
32033,"White Pine, NV",636332,590110,614973,740424,713331,603191
32510,"Carson City (Independent City), NV",3397457,3474293,3694536,3507173,3582260,3627950
33001,"Belknap, NH",2883380,2957557,2878759,2894200,3012081,2857890
33003,"Carroll, NH",2298916,2320694,2255370,2291873,2307623,2317984
33005,"Cheshire, NH",3790789,3814381,3905076,3851983,4099491,3917127
33007,"Coos, NH",1259972,1270547,1247410,1240373,1287511,1296450
33009,"Grafton, NH",6546178,6737152,6772431,6794280,7224705,7342959
33011,"Hillsborough, NH",25959140,26455143,27030133,26988108,29685180,30015576
33013,"Merrimack, NH",9725499,9855047,9975733,9598953,9871443,10390990
33015,"Rockingham, NH",21226840,21380637,22310157,22136661,24644467,24104465
33017,"Strafford, NH",5889718,5892716,6069441,5798911,6155237,6393224
33019,"Sullivan, NH",1599139,1585712,1589533,1590585,1618819,1536107
34001,"Atlantic, NJ",13521560,13616155,13791800,12986077,14017564,14199892
34003,"Bergen, NJ",76088755,78087858,79736564,76718191,80606535,81577758
34005,"Burlington, NJ",27798933,28075872,28460282,28420414,30121239,30630405
34007,"Camden, NJ",24743652,25210544,25445882,24150451,25474699,25968516
34009,"Cape May, NJ",5398534,5417247,5335222,5221427,5557387,5466023
34011,"Cumberland, NJ",6267992,6439811,6441352,6183632,6426886,6475732
34013,"Essex, NJ",53055236,54629497,55753535,51267523,54972907,58576369
34015,"Gloucester, NJ",13431268,14506982,15095492,13751454,14225585,13972860
34017,"Hudson, NJ",45389568,47217581,47837910,45246499,47899086,50743664
34019,"Hunterdon, NJ",7714157,7522463,7693523,7301371,7564419,7633049
34021,"Mercer, NJ",32454071,33563841,37149619,37990291,40960366,42923608
34023,"Middlesex, NJ",61348124,63337034,63259457,61809078,66328634,67931037
34025,"Monmouth, NJ",35467851,36546894,37066082,36197778,38647190,39884507
34027,"Morris, NJ",53752092,55584137,55919858,54816037,57825665,60488017
34029,"Ocean, NJ",22182030,21781186,22148559,22069015,22846494,23794530
34031,"Passaic, NJ",21355030,22126864,22228330,20440349,21466037,21669571
34033,"Salem, NJ",5158294,5013706,5089933,5466909,5990899,5245517
34035,"Somerset, NJ",38605414,40415189,40722485,40231816,41717064,42879076
34037,"Sussex, NJ",5084788,5103900,5107444,4818120,4995896,5026777
34039,"Union, NJ",37114724,38586793,38668062,37038592,37410781,37730551
34041,"Warren, NJ",4154661,4103600,4153622,3850477,3950881,4105497
35001,"Bernalillo, NM",36493928,37175016,38143805,37555635,39405632,40199025
35003,"Catron, NM",84780,88541,81711,92088,91048,106036
35005,"Chaves, NM",2037102,2081771,2111611,2060304,2028801,2021798
35006,"Cibola, NM",631112,634675,625561,635166,602156,583681
35007,"Colfax, NM",449330,442000,444333,442868,447875,448905
35009,"Curry, NM",3119322,3037869,3090482,3100993,3086968,3173046
35011,"De Baca, NM",75427,79305,76856,79467,76089,77798
35013,"Doña Ana, NM",7305489,7447694,7720349,7420783,7869402,7901515
35015,"Eddy, NM",5386793,6064368,7375068,6986478,6227554,6123644
35017,"Grant, NM",1173074,1119064,1097692,1002805,1142178,1203851
35019,"Guadalupe, NM",138094,149597,149794,147954,161349,167866
35021,"Harding, NM",47665,43679,39824,46807,40815,41251
35023,"Hidalgo, NM",186280,200103,208394,202419,200800,191612
35025,"Lea, NM",4776874,5832463,6814461,6421688,5858935,6105243
35027,"Lincoln, NM",628543,651922,663019,680413,637290,648065
35028,"Los Alamos, NM",2231836,2273911,2294179,2378689,2518249,2737205
35029,"Luna, NM",800534,824327,836357,859046,853713,839383
35031,"McKinley, NM",2227566,2307971,2578192,2439121,2280076,2272550
35033,"Mora, NM",94359,107878,106514,101009,104947,104228
35035,"Otero, NM",2683571,2712278,2717292,2757489,2833927,2878269
35037,"Quay, NM",283470,288286,297096,286983,291027,305123
35039,"Rio Arriba, NM",1035508,1045161,1070588,1006451,1003760,990265
35041,"Roosevelt, NM",671658,666212,675299,645521,666509,708693
35043,"Sandoval, NM",3497474,3485997,3810561,3658802,3750354,3874694
35045,"San Juan, NM",5756828,5571010,5623271,5198248,5137504,5170931
35047,"San Miguel, NM",646624,670875,682772,622449,653900,663880
35049,"Santa Fe, NM",6940839,7088694,7137712,6698952,7327711,7477089
35051,"Sierra, NM",281364,283215,291685,309728,310298,301184
35053,"Socorro, NM",489513,486028,493253,482517,481622,494458
35055,"Taos, NM",966871,1002668,1009373,920747,1013338,1049254
35057,"Torrance, NM",370883,393654,394949,426309,497109,525445
35059,"Union, NM",178379,170321,160281,163389,159542,158993
35061,"Valencia, NM",1518973,1616488,1565097,1554621,1632158,1618116
36001,"Albany, NY",31742890,31793879,32999927,32153712,34560195,35344278
36003,"Allegany, NY",1697623,1661773,1723115,1503822,1440041,1455053
36005,"Bronx, NY",39476535,42861240,44654229,42641082,43193892,43674840
36007,"Broome, NY",9063798,9031322,9235160,8765443,9094136,9113132
36009,"Cattaraugus, NY",2888306,2826009,2912501,2674582,2754369,2802526
36011,"Cayuga, NY",2802820,2801933,2901102,2859962,2922864,3021077
36013,"Chautauqua, NY",4818623,4827335,4826497,4417196,4533912,4624016
36015,"Chemung, NY",3691136,3741851,3743192,3525046,3632541,3638009
36017,"Chenango, NY",2256103,2272465,2332107,2145803,2122158,2150842
36019,"Clinton, NY",3770005,3695035,3688995,3515075,3551838,3651035
36021,"Columbia, NY",2471607,2354818,2387520,2359070,2431593,2488410
36023,"Cortland, NY",1779443,1803173,1779631,1734855,1756948,1780982
36025,"Delaware, NY",1982111,1930101,2102985,1973430,2045734,2079137
36027,"Dutchess, NY",14140113,14048737,14476090,13730581,14690159,15155173
36029,"Erie, NY",56612266,57348021,58833333,57185300,59608198,61513170
36031,"Essex, NY",1584008,1600315,1633581,1589630,1692277,1651212
36033,"Franklin, NY",1906558,1882900,1930257,1844355,1921925,1993979
36035,"Fulton, NY",1885996,1829069,1903639,1830046,1811181,1834847
36037,"Genesee, NY",2374864,2458721,2471004,2338823,2384296,2438446
36039,"Greene, NY",2478772,2374522,2296907,2273615,2366047,2784197
36041,"Hamilton, NY",233351,233210,231065,227567,223186,227776
36043,"Herkimer, NY",1730399,1760828,1822195,1770381,1739737,1718324
36045,"Jefferson, NY",6422238,6376427,6361905,6162157,6333785,6340740
36047,"Kings, NY",90473234,98917400,103556746,99716770,102898460,107274215
36049,"Lewis, NY",1065508,1057155,1106714,1052892,1095018,1180637
36051,"Livingston, NY",2137488,2236676,2237999,2063724,2122378,2137940
36053,"Madison, NY",2318670,2362798,2348829,2240817,2256545,2326686
36055,"Monroe, NY",46562059,46700066,48455221,46524210,48488895,49325244
36057,"Montgomery, NY",1854588,1888265,1954214,1860695,1877330,1954212
36059,"Nassau, NY",100715893,100324947,101628423,97965888,100751877,102601384
36061,"New York, NY",708516749,726431074,745306426,722111514,766795323,780965530
36063,"Niagara, NY",9718809,9635152,9978260,9646082,9723695,9798529
36065,"Oneida, NY",10681680,10827678,11125823,10838100,11005641,11097174
36067,"Onondaga, NY",30750604,30932707,31894110,30946468,31746331,31913695
36069,"Ontario, NY",6119513,6204114,6426485,6167306,6353724,6446953
36071,"Orange, NY",17921703,18570272,19794340,19518703,20096575,20748153
36073,"Orleans, NY",1367534,1353843,1384416,1351700,1390217,1328192
36075,"Oswego, NY",6765208,6561932,6777407,6657196,6903610,6827708
36077,"Otsego, NY",2594280,2653269,2691556,2582149,2604486,2579245
36079,"Putnam, NY",3853137,3895108,3933428,3687072,3844149,3971847
36081,"Queens, NY",98123455,105431556,105747903,95835393,99156555,103324799
36083,"Rensselaer, NY",8028270,7764612,8853377,9220885,9802754,9980840
36085,"Richmond, NY",15913484,16937194,16891174,16567823,16883653,17538815
36087,"Rockland, NY",17685761,17338779,17565261,17045445,18207178,18445913
36089,"St. Lawrence, NY",4860344,4696678,4714866,4662546,4719282,4820196
36091,"Saratoga, NY",11692407,12102126,12417181,11513882,12203500,12639040
36093,"Schenectady, NY",8510436,8398130,8914297,8720610,9235873,9427097
36095,"Schoharie, NY",1050031,1060363,1067472,971293,963860,974589
36097,"Schuyler, NY",521078,532748,533198,527764,508685,516188
36099,"Seneca, NY",1468476,1480209,1584467,1416342,1521050,1503840
36101,"Steuben, NY",4355031,4510992,4596156,4387431,4448016,4658072
36103,"Suffolk, NY",98952851,98861762,100944828,99172008,102403209,105050030
36105,"Sullivan, NY",2937040,3078439,3123148,2985097,3143164,3376060
36107,"Tioga, NY",1699235,1757032,1789612,1643696,1619333,1658460
36109,"Tompkins, NY",6140234,6184849,6298392,5770441,6003916,6333133
36111,"Ulster, NY",7233714,7326583,7630419,7196814,7429326,7659189
36113,"Warren, NY",4299247,4325448,4558773,4432596,4654786,4664386
36115,"Washington, NY",1816234,1785621,1932759,1941973,2020092,2055239
36117,"Wayne, NY",3928468,3951555,4108553,3794962,3825288,3925854
36119,"Westchester, NY",81820011,82990266,85918413,85979355,86266760,88166111
36121,"Wyoming, NY",1622473,1704437,1778533,1730340,1818142,1862189
36123,"Yates, NY",916163,906406,960245,931062,1029388,1069392
37001,"Alamance, NC",6087842,6124774,6295903,6302066,6674694,6674713
37003,"Alexander, NC",833320,821225,821830,801954,843864,884399
37005,"Alleghany, NC",323992,318886,304460,294707,303326,302981
37007,"Anson, NC",832731,883814,792045,726544,761818,836697
37009,"Ashe, NC",767223,793098,782670,763773,763359,777808
37011,"Avery, NC",596747,620619,612114,607124,631571,630170
37013,"Beaufort, NC",2231131,2131563,1927381,1829679,1876283,1861636
37015,"Bertie, NC",687830,652017,648997,592077,629495,641269
37017,"Bladen, NC",1488539,1470550,1375685,1337207,1415802,1413795
37019,"Brunswick, NC",4901441,4905414,4899292,5294981,5377103,5646957
37021,"Buncombe, NC",13646228,14326777,14943297,13915210,14891710,15336616
37023,"Burke, NC",2766638,2679962,2581404,2523368,2598472,2615833
37025,"Cabarrus, NC",7932363,7889289,8007515,7879268,8456989,8667428
37027,"Caldwell, NC",2466166,2445728,2411739,2432679,2394254,2388149
37029,"Camden, NC",160267,153913,159234,157238,174140,171978
37031,"Carteret, NC",2495102,2454325,2558719,2389267,2559203,2554588
37033,"Caswell, NC",378248,359196,356915,338852,346378,331195
37035,"Catawba, NC",9037359,8976599,8957162,8669478,9060348,9241514
37037,"Chatham, NC",1707985,1730652,1683409,1785913,1823846,1887232
37039,"Cherokee, NC",766610,787888,830136,795848,795760,822038
37041,"Chowan, NC",593550,583944,583304,528268,576747,589147
37043,"Clay, NC",201927,212637,225598,214153,212641,215643
37045,"Cleveland, NC",4141877,4171938,4387772,4172634,4212383,4463065
37047,"Columbus, NC",1482559,1436945,1515421,1455670,1505255,1448915
37049,"Craven, NC",4900296,4830560,4990551,4895490,5083471,4984208
37051,"Cumberland, NC",16937217,16988845,17425321,17435983,18159314,17938442
37053,"Currituck, NC",757183,783765,778200,754018,832050,824134
37055,"Dare, NC",2291073,2342624,2409190,2230256,2541999,2592624
37057,"Davidson, NC",4842927,4794705,4874377,4759825,4953078,5013955
37059,"Davie, NC",1417024,1392903,1391760,1357307,1418651,1416538
37061,"Duplin, NC",2143450,2031872,1984333,1934612,2186078,2126936
37063,"Durham, NC",31208870,33193780,34487992,36028859,38590175,39750581
37065,"Edgecombe, NC",1612433,1583536,1561410,1500536,1588787,1624071
37067,"Forsyth, NC",26517826,26033319,26560019,24428597,25843672,26511548
37069,"Franklin, NC",1712705,1693451,1623074,1714504,1754881,1784003
37071,"Gaston, NC",7462447,7742978,7667281,7426942,7896842,8021211
37073,"Gates, NC",197374,189705,199897,201187,200571,184446
37075,"Graham, NC",225666,231397,251729,235828,232025,228935
37077,"Granville, NC",3325589,3287729,3133620,3268178,3213550,3309337
37079,"Greene, NC",444899,414698,424094,393479,456829,420317
37081,"Guilford, NC",34026108,34236930,33938539,32772163,34071090,34424943
37083,"Halifax, NC",1460923,1439116,1465168,1397977,1429210,1403492
37085,"Harnett, NC",2525886,2580607,2627942,2580007,2722946,2716268
37087,"Haywood, NC",1804889,1836454,1938334,1890998,1919581,1957137
37089,"Henderson, NC",4014363,3982935,4123719,4063336,4230099,4385797
37091,"Hertford, NC",779643,758484,821357,809369,834081,824643
37093,"Hoke, NC",966649,1068025,1063668,1141910,1109627,1162881
37095,"Hyde, NC",170449,179669,180518,169188,182047,177923
37097,"Iredell, NC",8762273,9035501,9412804,9654810,10429295,10581864
37099,"Jackson, NC",1488554,1504773,1595190,1535536,1629302,1629092
37101,"Johnston, NC",7038155,7243551,6983478,7246607,7501701,7726394
37103,"Jones, NC",204975,166561,198202,156751,224438,219935
37105,"Lee, NC",2733214,2816413,2703479,2708057,2784443,2815923
37107,"Lenoir, NC",3001633,2839839,2815366,2654240,2793629,2866713
37109,"Lincoln, NC",2728943,2788997,2912539,2922988,3067916,3167278
37111,"McDowell, NC",1671790,1686921,1570620,1592390,1557224,1555257
37113,"Macon, NC",1391187,1500738,1649123,1634528,1568812,1616103
37115,"Madison, NC",392517,381181,411783,393455,417363,427736
37117,"Martin, NC",692538,667543,660977,646929,653309,630382
37119,"Mecklenburg, NC",111432350,113240521,117410315,120357222,127496734,129565466
37121,"Mitchell, NC",500421,533067,550809,533994,535541,496375
37123,"Montgomery, NC",978464,942716,998415,1029145,1051406,1093302
37125,"Moore, NC",3537778,3614614,3746323,3752559,3866700,4014195
37127,"Nash, NC",5404399,5085957,4799853,4956566,5135445,5119148
37129,"New Hanover, NC",12611508,13031336,13647543,13686505,14802668,15236927
37131,"Northampton, NC",527213,518715,539948,505780,529271,505790
37133,"Onslow, NC",8335011,8412503,8565803,8669727,9098987,9039244
37135,"Orange, NC",8599893,8960432,9113497,8786949,9307949,9678520
37137,"Pamlico, NC",291790,285512,297029,281222,297395,287878
37139,"Pasquotank, NC",1548756,1514434,1529224,1528868,1588603,1609108
37141,"Pender, NC",1450210,1455398,1533736,1505062,1749311,1777186
37143,"Perquimans, NC",270116,252741,266726,262480,285961,283881
37145,"Person, NC",1588763,1555541,1630302,1476908,1472598,1537205
37147,"Pitt, NC",9658131,9399113,9293680,8989861,9243013,9399400
37149,"Polk, NC",496356,479119,504319,476358,509081,532755
37151,"Randolph, NC",4155096,4158056,4190073,4038917,4171891,4187682
37153,"Richmond, NC",1947753,2020446,1870653,1851558,1797047,2002769
37155,"Robeson, NC",3843342,3917860,3933632,3754774,3830396,3845913
37157,"Rockingham, NC",3034367,3014758,2968956,2777951,2763862,2796100
37159,"Rowan, NC",5192955,5279550,5428022,5392606,5680431,5809935
37161,"Rutherford, NC",1733287,1756366,1839857,1753386,1800395,1834792
37163,"Sampson, NC",2012429,1856428,1844660,1718039,1893869,1801829
37165,"Scotland, NC",1111084,1144141,1176241,1111197,1155541,1184957
37167,"Stanly, NC",1821812,1816501,1818332,1737090,1812086,1869735
37169,"Stokes, NC",1171292,1062797,1069065,984480,1111689,1208306
37171,"Surry, NC",2466260,2527148,2510976,2398708,2546133,2526710
37173,"Swain, NC",631942,626647,680898,673436,695008,701469
37175,"Transylvania, NC",1469964,1679514,1766846,1724594,1712488,1795756
37177,"Tyrrell, NC",128898,114538,116790,111825,115047,102683
37179,"Union, NC",7576441,7829204,8022406,7777939,8307184,8591625
37181,"Vance, NC",1300618,1275701,1232255,1179455,1264306,1265122
37183,"Wake, NC",76191172,80559227,83740531,83777131,91399448,94675594
37185,"Warren, NC",297673,306928,303391,297914,320034,316794
37187,"Washington, NC",257219,261209,267826,258515,289942,276803
37189,"Watauga, NC",2135264,2206928,2255512,2169954,2308784,2369277
37191,"Wayne, NC",4893997,4869720,4868486,4745323,4947218,4950904
37193,"Wilkes, NC",2506626,2460804,2400563,2348265,2437381,2459893
37195,"Wilson, NC",3985148,4041669,3897022,3827270,3780162,3740054
37197,"Yadkin, NC",958435,898770,906873,856270,940218,938147
37199,"Yancey, NC",376569,431805,438208,421361,413931,401430
38001,"Adams, ND",114454,113765,149670,106214,98487,93509
38003,"Barnes, ND",596940,584815,649638,625382,621060,637845
38005,"Benson, ND",239370,266168,233786,246694,247810,283226
38007,"Billings, ND",130221,121332,175514,253032,169438,105082
38009,"Bottineau, ND",379652,486238,428735,416988,392421,457280
38011,"Bowman, ND",273559,228829,237787,230707,218459,179713
38013,"Burke, ND",186238,206976,213293,222757,185267,204760
38015,"Burleigh, ND",5922993,5880544,5775700,5436900,5743887,5697868
38017,"Cass, ND",12992520,13068472,13322527,12866335,13498593,13496845
38019,"Cavalier, ND",344374,494136,335030,389653,332266,412145
38021,"Dickey, ND",340786,308162,366830,305637,308014,337016
38023,"Divide, ND",242268,187211,178620,190309,166909,163055
38025,"Dunn, ND",1042853,1088395,1309767,1288178,1244735,1096191
38027,"Eddy, ND",143155,144469,132167,124559,113333,124381
38029,"Emmons, ND",174904,152311,143717,186487,196808,220095
38031,"Foster, ND",254834,251597,227585,252350,256577,279504
38033,"Golden Valley, ND",89090,79457,75583,74896,79405,71579
38035,"Grand Forks, ND",4163448,4153863,4129248,3943290,3956229,3988871
38037,"Grant, ND",155691,105725,91424,106134,94654,85697
38039,"Griggs, ND",157570,157395,146885,142533,150049,161559
38041,"Hettinger, ND",150327,86593,84399,111250,82921,91127
38043,"Kidder, ND",136925,126882,121196,128831,140786,138682
38045,"LaMoure, ND",229484,243791,291889,253932,233671,259698
38047,"Logan, ND",157800,131115,106514,100048,109624,115484
38049,"McHenry, ND",217621,276190,240176,260203,284277,257407
38051,"McIntosh, ND",159675,143347,146390,147435,162227,149185
38053,"McKenzie, ND",3055984,3423686,4009001,3588977,3266054,2614429
38055,"McLean, ND",776343,837066,778093,790449,825132,750849
38057,"Mercer, ND",1223762,1084189,1013277,960689,850964,840375
38059,"Morton, ND",1457179,1383579,1428841,1455483,1415377,1352193
38061,"Mountrail, ND",1673485,1748166,1858377,1787470,1745646,1427599
38063,"Nelson, ND",161840,165672,148006,147617,131437,167184
38065,"Oliver, ND",276501,255158,247970,261222,230268,213782
38067,"Pembina, ND",555660,508159,460161,475905,483199,489752
38069,"Pierce, ND",231323,260184,224347,221774,249480,243558
38071,"Ramsey, ND",602363,628167,579505,598427,597033,650936
38073,"Ransom, ND",266475,255626,276587,242890,260892,275135
38075,"Renville, ND",155896,238760,186267,171354,136624,183299
38077,"Richland, ND",848736,836067,831790,736863,869053,868857
38079,"Rolette, ND",384442,414110,380919,382376,368092,390301
38081,"Sargent, ND",598216,658072,786701,728163,889373,1017119
38083,"Sheridan, ND",67680,77446,60512,56704,74193,79834
38085,"Sioux, ND",129240,140901,129304,136383,116324,117059
38087,"Slope, ND",50129,33148,33822,37361,34900,17356
38089,"Stark, ND",2783664,2975124,3031261,2645773,2463064,2538708
38091,"Steele, ND",121005,129352,148639,156957,140578,167575
38093,"Stutsman, ND",1281538,1225879,1263035,1203098,1220691,1263996
38095,"Towner, ND",172457,206158,165129,191557,142677,202348
38097,"Traill, ND",396638,390353,432084,442964,421144,456240
